"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"10914","206392_s_at","206392_s_at","ENSG00000118849",5918,"RARRES1","RARRES1","","3",158696892,158732489,"protein_coding"
"6464","206393_at","206393_at","ENSG00000288219",7136,"TNNI2","TNNI2","","CHR_HG28_PATCH",1838981,1841680,"protein_coding"
"10305","206394_at","206394_at","ENSG00000086967",NA,"MYBPC2","MYBPC2","","19",50432892,50466321,"protein_coding"
"9258","206395_at","206395_at","ENSG00000058866",1608,"DGKG","DGKG","","3",186105668,186362234,"protein_coding"
"7055","206396_at","206396_at","ENSG00000106688",6505,"SLC1A1","SLC1A1","","9",4490468,4587469,"protein_coding"
"9344","206397_x_at","206397_x_at","ENSG00000130283",2657,"GDF1","GDF1","","19",18868545,18896158,"protein_coding"
"8608","206398_s_at","206398_s_at","ENSG00000177455",930,"CD19","CD19","","16",28931965,28939342,"protein_coding"
"9592","206399_x_at","206399_x_at","ENSG00000141837",773,"CACNA1A","CACNA1A","","19",13206442,13633025,"protein_coding"
"6255","206400_at","206400_at","ENSG00000282902",3963,"LGALS7B","LGALS7B","","CHR_HG26_PATCH",38770969,38773523,"protein_coding"
"5650","206401_s_at","206401_s_at","ENSG00000276155",4137,"MAPT","MAPT","","CHR_HSCHR17_1_CTG5",46069784,46203150,"protein_coding"
"10667","206402_s_at","206402_s_at","ENSG00000267281",114108587,"ATF7-NPFF","ATF7-NPFF","","12",53506691,53625979,"protein_coding"
"7355","206403_at","206403_at","ENSG00000198597",9745,"ZNF536","ZNF536","","19",30228290,30713538,"protein_coding"
"6849","206404_at","206404_at","ENSG00000102678",2254,"FGF9","FGF9","","13",21671073,21704498,"protein_coding"
"11179","206405_x_at","206405_x_at","ENSG00000129204",9098,"USP6","USP6","","17",5116032,5175034,"protein_coding"
"11117","206406_at","206406_at","ENSG00000163206",NA,"SMCP","SMCP","","1",152878322,152885047,"protein_coding"
"11187","206407_s_at","206407_s_at","ENSG00000181374",6357,"CCL13","CCL13","","17",34356480,34358610,"protein_coding"
"7545","206408_at","206408_at","ENSG00000146006",26045,"LRRTM2","LRRTM2","","5",138868921,138875368,"protein_coding"
"6845","206409_at","206409_at","ENSG00000156299",7074,"TIAM1","TIAM1","","21",31118416,31559977,"protein_coding"
"11159","206410_at","206410_at","ENSG00000131910",8431,"NR0B2","NR0B2","","1",26911489,26913975,"protein_coding"
"9690","206411_s_at","206411_s_at","ENSG00000143322",27,"ABL2","ABL2","","1",179099330,179229684,"protein_coding"
"10075","206412_at","206412_at","ENSG00000151422",2241,"FER","FER","","5",108747841,109196841,"protein_coding"
"6852","206413_s_at","206413_s_at","ENSG00000213231",9623,"TCL1B","TCL1B","","14",95686426,95692628,"protein_coding"
"7209","206414_s_at","206414_s_at","ENSG00000151693",8853,"ASAP2","ASAP2","","2",9206765,9405683,"protein_coding"
"8523","206415_at","206415_at","ENSG00000038295",7092,"TLL1","TLL1","","4",165873237,166104457,"protein_coding"
"9320","206416_at","206416_at","ENSG00000122386",7755,"ZNF205","ZNF205","","16",3112560,3120517,"protein_coding"
"9304","206417_at","206417_at","ENSG00000198515",1259,"CNGA1","CNGA1","","4",47935977,48016681,"protein_coding"
"6602","206418_at","206418_at","ENSG00000007952",27035,"NOX1","NOX1","","X",100843324,100874359,"protein_coding"
"11008","206419_at","206419_at","ENSG00000143365",6097,"RORC","RORC","","1",151806071,151831845,"protein_coding"
"6344","206420_at","206420_at","ENSG00000283934",NA,"","","","CHR_HG926_PATCH",22628529,22641587,"protein_coding"
"6397","206421_s_at","206421_s_at","ENSG00000166396",8710,"SERPINB7","SERPINB7","","18",63752935,63805376,"protein_coding"
"10093","206422_at","206422_at","ENSG00000115263",2641,"GCG","GCG","","2",162142882,162152404,"protein_coding"
"7793","206423_at","206423_at","ENSG00000171819",10218,"ANGPTL7","ANGPTL7","","1",11189355,11195981,"protein_coding"
"6861","206424_at","206424_at","ENSG00000285846",NA,"","","","10",93063646,93077424,"lncRNA"
"8930","206425_s_at","206425_s_at","ENSG00000138741",7222,"TRPC3","TRPC3","","4",121874481,121952060,"protein_coding"
"9844","206426_at","206426_at","ENSG00000120215",2315,"MLANA","MLANA","","9",5890889,5910606,"protein_coding"
"9845","206427_s_at","206427_s_at","ENSG00000120215",2315,"MLANA","MLANA","","9",5890889,5910606,"protein_coding"
"NA.105","206428_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10147","206429_at","206429_at","ENSG00000164251",2150,"F2RL1","F2RL1","","5",76818933,76835315,"protein_coding"
"9978","206430_at","206430_at","ENSG00000113722",1044,"CDX1","CDX1","","5",150166778,150184558,"protein_coding"
"6347","206431_x_at","206431_x_at","ENSG00000284400",NA,"TBC1D9B","TBC1D9B","","CHR_HG30_PATCH",179862919,179907859,"protein_coding"
"7883","206432_at","206432_at","ENSG00000170961",3037,"HAS2","HAS2","","8",121612116,121641440,"protein_coding"
"8576","206433_s_at","206433_s_at","ENSG00000196104",50859,"SPOCK3","SPOCK3","","4",166733384,167234796,"protein_coding"
"8575","206434_at","206434_at","ENSG00000196104",50859,"SPOCK3","SPOCK3","","4",166733384,167234796,"protein_coding"
"8735","206435_at","206435_at","ENSG00000135454",2583,"B4GALNT1","B4GALNT1","","12",57623409,57633239,"protein_coding"
"6527","206436_at","206436_at","ENSG00000186732",758,"MPPED1","MPPED1","","22",43411196,43507848,"protein_coding"
"6793","206437_at","206437_at","ENSG00000125910",8698,"S1PR4","S1PR4","","19",3172346,3180332,"protein_coding"
"10289","206438_x_at","206438_x_at","ENSG00000168778",79867,"TCTN2","TCTN2","","12",123671110,123708399,"protein_coding"
"9035","206439_at","206439_at","ENSG00000083782",1833,"EPYC","EPYC","","12",90963682,91005026,"protein_coding"
"10470","206440_at","206440_at","ENSG00000111052",8825,"LIN7A","LIN7A","","12",80792520,80937934,"protein_coding"
"7283","206441_s_at","206441_s_at","ENSG00000140365",54939,"COMMD4","COMMD4","","15",75336020,75343224,"protein_coding"
"6395","206442_at","206442_at","ENSG00000124233",NA,"SEMG1","SEMG1","","20",45207033,45209768,"protein_coding"
"7758","206443_at","206443_at","ENSG00000198963",6096,"RORB","RORB","","9",74497335,74693177,"protein_coding"
"7978","206444_at","206444_at","ENSG00000123360",5153,"PDE1B","PDE1B","","12",54549601,54579239,"protein_coding"
"9475","206445_s_at","206445_s_at","ENSG00000126457",3276,"PRMT1","PRMT1","","19",49675786,49689029,"protein_coding"
"7687","206446_s_at","206446_s_at","ENSG00000142615",63036,"CELA2A","CELA2A","","1",15456728,15472091,"protein_coding"
"7688","206447_at","206447_at","ENSG00000142615",63036,"CELA2A","CELA2A","","1",15456728,15472091,"protein_coding"
"7488","206448_at","206448_at","ENSG00000138311",22891,"ZNF365","ZNF365","","10",62374192,62480288,"protein_coding"
"10437","206449_s_at","206449_s_at","ENSG00000127241",5648,"MASP1","MASP1","","3",187217282,187291980,"protein_coding"
"7757","206450_at","206450_at","ENSG00000123454",1621,"DBH","DBH","","9",133636363,133659329,"protein_coding"
"10485","206451_at","206451_at","ENSG00000213139",NA,"CRYGS","CRYGS","","3",186538441,186546702,"protein_coding"
"9230","206452_x_at","206452_x_at","ENSG00000119383",5524,"PTPA","PTPA","","9",129110950,129148946,"protein_coding"
"8892","206453_s_at","206453_s_at","ENSG00000165795",57447,"NDRG2","NDRG2","","14",21016763,21070872,"protein_coding"
"10891","206454_s_at","206454_s_at","ENSG00000163914",6010,"RHO","RHO","","3",129528639,129535344,"protein_coding"
"10892","206455_s_at","206455_s_at","ENSG00000163914",6010,"RHO","RHO","","3",129528639,129535344,"protein_coding"
"6579","206456_at","206456_at","ENSG00000186297",2558,"GABRA5","GABRA5","","15",26866911,26949208,"protein_coding"
"11211","206457_s_at","206457_s_at","ENSG00000211452",1733,"DIO1","DIO1","","1",53891239,53911086,"protein_coding"
"9769","206458_s_at","206458_s_at","ENSG00000134245",7482,"WNT2B","WNT2B","","1",112466541,112530165,"protein_coding"
"9768","206459_s_at","206459_s_at","ENSG00000134245",7482,"WNT2B","WNT2B","","1",112466541,112530165,"protein_coding"
"7867","206460_at","206460_at","ENSG00000196581",55966,"AJAP1","AJAP1","","1",4654609,4792534,"protein_coding"
"8781","206461_x_at","206461_x_at","ENSG00000205358",4496,"MT1H","MT1H","","16",56669814,56671129,"protein_coding"
"9815","206462_s_at","206462_s_at","ENSG00000140538",4916,"NTRK3","NTRK3","","15",87859751,88256791,"protein_coding"
"7258","206463_s_at","206463_s_at","ENSG00000100867",10202,"DHRS2","DHRS2","","14",23630115,23645639,"protein_coding"
"7286","206464_at","206464_at","ENSG00000102010",660,"BMX","BMX","","X",15464246,15556529,"protein_coding"
"7506","206465_at","206465_at","ENSG00000103740",23205,"ACSBG1","ACSBG1","","15",78167468,78245688,"protein_coding"
"7507","206466_at","206466_at","ENSG00000103740",23205,"ACSBG1","ACSBG1","","15",78167468,78245688,"protein_coding"
"7321","206467_x_at","206467_x_at","ENSG00000026036",NA,"RTEL1-TNFRSF6B","RTEL1-TNFRSF6B","","20",63659300,63698684,"protein_coding"
"11172","206468_s_at","206468_s_at","ENSG00000010165",51603,"METTL13","METTL13","","1",171781660,171814023,"protein_coding"
"11256","206469_x_at","206469_x_at","ENSG00000162482",22977,"AKR7A3","AKR7A3","","1",19282573,19288770,"protein_coding"
"7888","206470_at","206470_at","ENSG00000136040",10154,"PLXNC1","PLXNC1","","12",94148577,94307675,"protein_coding"
"7889","206471_s_at","206471_s_at","ENSG00000136040",10154,"PLXNC1","PLXNC1","","12",94148577,94307675,"protein_coding"
"9539","206472_s_at","206472_s_at","ENSG00000140332",7090,"TLE3","TLE3","","15",70047790,70098176,"protein_coding"
"6493","206473_at","206473_at","ENSG00000012174",51360,"MBTPS2","MBTPS2","","X",21839617,21885423,"protein_coding"
"7689","206474_at","206474_at","ENSG00000059758",5128,"CDK17","CDK17","","12",96278261,96400480,"protein_coding"
"9386","206475_x_at","206475_x_at","ENSG00000136488",1442,"CSH1","CSH1","","17",63894909,63896661,"protein_coding"
"8751","206476_s_at","206476_s_at","ENSG00000104967",4858,"NOVA2","NOVA2","","19",45933734,45974044,"protein_coding"
"8750","206477_s_at","206477_s_at","ENSG00000104967",4858,"NOVA2","NOVA2","","19",45933734,45974044,"protein_coding"
"5771","206478_at","206478_at","ENSG00000277059",9834,"FAM30A","FAM30A","","CHR_HSCHR14_3_CTG1",105918750,105933413,"lncRNA"
"5651","206479_at","206479_at","ENSG00000274965",4308,"TRPM1","TRPM1","","CHR_HSCHR15_4_CTG8",31152534,31312750,"protein_coding"
"6335","206480_at","206480_at","ENSG00000283887",4056,"LTC4S","LTC4S","","CHR_HG30_PATCH",179794850,179797517,"protein_coding"
"7161","206481_s_at","206481_s_at","ENSG00000169744",9079,"LDB2","LDB2","","4",16501541,16898678,"protein_coding"
"6775","206482_at","206482_at","ENSG00000101213",5753,"PTK6","PTK6","","20",63528001,63537376,"protein_coding"
"9271","206483_at","206483_at","ENSG00000129295",23639,"DNAAF11","DNAAF11","","8",132570416,132675592,"protein_coding"
"7604","206484_s_at","206484_s_at","ENSG00000122121",7512,"XPNPEP2","XPNPEP2","","X",129738949,129769536,"protein_coding"
"9797","206485_at","206485_at","ENSG00000110448",NA,"CD5","CD5","","11",61102489,61127852,"protein_coding"
"9068","206486_at","206486_at","ENSG00000089692",3902,"LAG3","LAG3","","12",6772512,6778455,"protein_coding"
"7301","206487_at","206487_at","ENSG00000164828",23353,"SUN1","SUN1","","7",816615,896435,"protein_coding"
"8080","206488_s_at","206488_s_at","ENSG00000135218",948,"CD36","CD36","","7",80369575,80679277,"protein_coding"
"6166","206489_s_at","206489_s_at","ENSG00000170579",9229,"DLGAP1","DLGAP1","","18",3496032,4455307,"protein_coding"
"6167","206490_at","206490_at","ENSG00000170579",9229,"DLGAP1","DLGAP1","","18",3496032,4455307,"protein_coding"
"10631","206491_s_at","206491_s_at","ENSG00000105402",8775,"NAPA","NAPA","","19",47487637,47515091,"protein_coding"
"8578","206492_at","206492_at","ENSG00000189283",2272,"FHIT","FHIT","","3",59747277,61251459,"protein_coding"
"10871","206493_at","206493_at","ENSG00000005961",3674,"ITGA2B","ITGA2B","","17",44372180,44389649,"protein_coding"
"10870","206494_s_at","206494_s_at","ENSG00000005961",3674,"ITGA2B","ITGA2B","","17",44372180,44389649,"protein_coding"
"10032","206495_s_at","206495_s_at","ENSG00000172273",25988,"HINFP","HINFP","","11",119121580,119136059,"protein_coding"
"11130","206496_at","206496_at","ENSG00000007933",2328,"FMO3","FMO3","","1",171090901,171117819,"protein_coding"
"10213","206497_at","206497_at","ENSG00000106603",55744,"COA1","COA1","","7",43608456,43729717,"protein_coding"
"6664","206498_at","206498_at","ENSG00000104044",4948,"OCA2","OCA2","","15",27754875,28099315,"protein_coding"
"11104","206499_s_at","206499_s_at","ENSG00000180198",1104,"RCC1","RCC1","","1",28505943,28539300,"protein_coding"
"9673","206500_s_at","206500_s_at","ENSG00000129534",55320,"MIS18BP1","MIS18BP1","","14",45203190,45253540,"protein_coding"
"7410","206501_x_at","206501_x_at","ENSG00000006468",2115,"ETV1","ETV1","","7",13891229,13991425,"protein_coding"
"6276","206502_s_at","206502_s_at","ENSG00000173404",3642,"INSM1","INSM1","","20",20368104,20370949,"protein_coding"
"6921","206503_x_at","206503_x_at","ENSG00000140464",5371,"PML","PML","","15",73994673,74047827,"protein_coding"
"8072","206504_at","206504_at","ENSG00000019186",1591,"CYP24A1","CYP24A1","","20",54153446,54173986,"protein_coding"
"7741","206505_at","206505_at","ENSG00000156096",7363,"UGT2B4","UGT2B4","","4",69480165,69526014,"protein_coding"
"6783","206506_s_at","206506_s_at","ENSG00000196284",8464,"SUPT3H","SUPT3H","","6",44809317,45377953,"protein_coding"
"9579","206507_at","206507_at","ENSG00000158691",9753,"ZSCAN12","ZSCAN12","","6",28378955,28399747,"protein_coding"
"8174","206508_at","206508_at","ENSG00000125726",970,"CD70","CD70","","19",6583183,6604103,"protein_coding"
"9551","206509_at","206509_at","ENSG00000159763",NA,"PIP","PIP","","7",143132077,143139739,"protein_coding"
"7609","206510_at","206510_at","ENSG00000170577",10736,"SIX2","SIX2","","2",45005182,45009452,"protein_coding"
"7610","206511_s_at","206511_s_at","ENSG00000170577",10736,"SIX2","SIX2","","2",45005182,45009452,"protein_coding"
"9007","206512_at","206512_at","ENSG00000153037",6728,"SRP19","SRP19","","5",112861188,112898371,"protein_coding"
"11279","206513_at","206513_at","ENSG00000163568",9447,"AIM2","AIM2","","1",159061599,159187843,"protein_coding"
"7015","206514_s_at","206514_s_at","ENSG00000186115",8529,"CYP4F2","CYP4F2","","19",15878023,15898077,"protein_coding"
"7207","206515_at","206515_at","ENSG00000186529",4051,"CYP4F3","CYP4F3","","19",15640897,15662825,"protein_coding"
"10423","206516_at","206516_at","ENSG00000104899",268,"AMH","AMH","","19",2249309,2252073,"protein_coding"
"10248","206517_at","206517_at","ENSG00000166589",1014,"CDH16","CDH16","","16",66908122,66918917,"protein_coding"
"8585","206518_s_at","206518_s_at","ENSG00000108370",8787,"RGS9","RGS9","","17",65100812,65227703,"protein_coding"
"8742","206519_x_at","206519_x_at","ENSG00000105492",946,"SIGLEC6","SIGLEC6","","19",51517819,51531856,"protein_coding"
"8741","206520_x_at","206520_x_at","ENSG00000105492",946,"SIGLEC6","SIGLEC6","","19",51517819,51531856,"protein_coding"
"7902","206521_s_at","206521_s_at","ENSG00000165417",2957,"GTF2A1","GTF2A1","","14",81175452,81221377,"protein_coding"
"5852","206522_at","206522_at","ENSG00000282607",8972,"MGAM","MGAM","","CHR_HSCHR7_2_CTG6",142038524,142106747,"protein_coding"
"7510","206523_at","206523_at","ENSG00000008256",9265,"CYTH3","CYTH3","","7",6161776,6272644,"protein_coding"
"8133","206524_at","206524_at","ENSG00000164458",6862,"TBXT","TBXT","","6",166157656,166168700,"protein_coding"
"7422","206525_at","206525_at","ENSG00000146276",2569,"GABRR1","GABRR1","","6",89177504,89231278,"protein_coding"
"6546","206526_at","206526_at","ENSG00000128408",26150,"RIBC2","RIBC2","","22",45413693,45432509,"protein_coding"
"10094","206527_at","206527_at","ENSG00000183044",18,"ABAT","ABAT","","16",8674596,8784575,"protein_coding"
"7640","206528_at","206528_at","ENSG00000137672",7225,"TRPC6","TRPC6","","11",101451564,101872562,"protein_coding"
"8701","206529_x_at","206529_x_at","ENSG00000091137",5172,"SLC26A4","SLC26A4","","7",107660828,107717809,"protein_coding"
"9648","206530_at","206530_at","ENSG00000137502",27314,"RAB30","RAB30","","11",82973133,83071923,"protein_coding"
"10523","206531_at","206531_at","ENSG00000011332",8193,"DPF1","DPF1","","19",38211006,38229714,"protein_coding"
"NA.106","206532_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7253","206533_at","206533_at","ENSG00000169684",1138,"CHRNA5","CHRNA5","","15",78565520,78595269,"protein_coding"
"10033","206534_at","206534_at","ENSG00000183454",2903,"GRIN2A","GRIN2A","","16",9753404,10182928,"protein_coding"
"9012","206535_at","206535_at","ENSG00000163581",6514,"SLC2A2","SLC2A2","","3",170996347,171026743,"protein_coding"
"7114","206536_s_at","206536_s_at","ENSG00000270294",NA,"XIAPP1","XIAPP1","","10",109680442,109681041,"processed_pseudogene"
"NA.107","206537_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8693","206538_at","206538_at","ENSG00000158186",22808,"MRAS","MRAS","","3",138347648,138405534,"protein_coding"
"7023","206539_s_at","206539_s_at","ENSG00000186204",66002,"CYP4F12","CYP4F12","","19",15673018,15697174,"protein_coding"
"9631","206540_at","206540_at","ENSG00000163521",79411,"GLB1L","GLB1L","","2",219236598,219245478,"protein_coding"
"10272","206541_at","206541_at","ENSG00000164344",3818,"KLKB1","KLKB1","","4",186208979,186258471,"protein_coding"
"7119","206542_s_at","206542_s_at","ENSG00000080503",6595,"SMARCA2","SMARCA2","","9",1980290,2193624,"protein_coding"
"NA.108","206543_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7118","206544_x_at","206544_x_at","ENSG00000080503",6595,"SMARCA2","SMARCA2","","9",1980290,2193624,"protein_coding"
"11234","206545_at","206545_at","ENSG00000178562",940,"CD28","CD28","","2",203706475,203738912,"protein_coding"
"6584","206546_at","206546_at","ENSG00000196074",10388,"SYCP2","SYCP2","","20",59863564,59933655,"protein_coding"
"8898","206547_s_at","206547_s_at","ENSG00000086717",5475,"PPEF1","PPEF1","","X",18675909,18827921,"protein_coding"
"NA.109","206548_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7844","206549_at","206549_at","ENSG00000120211",3641,"INSL4","INSL4","","9",5231419,5235304,"protein_coding"
"6798","206550_s_at","206550_s_at","ENSG00000113569",9631,"NUP155","NUP155","","5",37288137,37371106,"protein_coding"
"9218","206551_x_at","206551_x_at","ENSG00000114796",54800,"KLHL24","KLHL24","","3",183635610,183684519,"protein_coding"
"7898","206552_s_at","206552_s_at","ENSG00000006128",6863,"TAC1","TAC1","","7",97732084,97740472,"protein_coding"
